experiment_id;dataset;seed;split;approach;finalScore;measure;incumbent
3041;genbase;42;8;smac;0.5809987337765116;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=96, P=Hamming score, Is=1129) - weka.classifiers.meta.MultiClassClassifier() - 
2819;llog-f;42;7;random;0.21276595744680854;FMicroAvg;meka.classifiers.multilabel.meta.RandomSubspaceML(P=91, A=68, I=12) - meka.classifiers.multilabel.CC() - weka.classifiers.trees.REPTree(P=false, depthActivator=1, V=0.03423218335544758, L=8, M=62) - 
1588;computers1;42;5;ggp;0.021008403361344536;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
1248;birds;42;6;ggp;0.47237499342762507;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=71, P=One error, Is=317) - weka.classifiers.lazy.LWL(U=4, K=-1) - weka.classifiers.lazy.IBk(E=false, X=false, I=true, K=1) - 
2839;genbase;42;7;smac;0.6666666666666666;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.2503927295665658) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
3682;society1;42;2;smac;0.024657300979140064;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
661;business1;42;5;bf;0.7336139506915214;FMicroAvg;meka.classifiers.multilabel.BCC(X=None) - weka.classifiers.functions.VotedPerceptron(E=2.814285714285714, I=6, M=8208) - 
1728;genbase;42;2;hb;1.0;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=28, P=Macro Recall, Is=93) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1725;computers1;42;5;ggp;0.41864890580399616;FMicroAvg;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3957;social1;42;6;hb;0.5952685421994885;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.30237487246081374) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1701;computers1;42;6;smac;0.4024429443908711;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
975;birds;42;6;ggp;0.305952380952381;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=71, P=One error, Is=317) - weka.classifiers.lazy.LWL(U=4, K=-1) - weka.classifiers.lazy.IBk(E=false, X=false, I=true, K=1) - 
3061;reference1;42;4;smac;0.6561643835616444;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=38, I=13) - meka.classifiers.multilabel.PSt(P=0, N=4) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
570;computers1;42;2;hb;0.12658726910637527;FMacroAvgL;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.FW() - weka.classifiers.bayes.NaiveBayesMultinomial() - 
2232;flags;42;8;random;0.5739303399411765;FMacroAvgL;meka.classifiers.multilabel.meta.EM(I=15) - meka.classifiers.multilabel.meta.BaggingML(P=43, I=28) - meka.classifiers.multilabel.BRq(P=0.44891358058636777) - weka.classifiers.meta.LogitBoost() - 
1615;computers1;42;6;smac;0.16296475254975623;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.7836119517274553) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
1106;computers1;42;4;smac;0.2959582529858757;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.28698601974849697) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1622;health1;42;2;bohb;0.5874162753641585;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.40508952495497125) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
2505;recreation1;42;2;hb;0.40843115772961874;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=48, P=Avg precision, Is=917) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1799;llog-f;42;1;random;0.2797202797202797;FMicroAvg;meka.classifiers.multilabel.meta.RandomSubspaceML(P=91, A=68, I=12) - meka.classifiers.multilabel.CC() - weka.classifiers.trees.REPTree(P=false, depthActivator=1, V=0.03423218335544758, L=8, M=62) - 
2080;flags;42;4;ggp;0.6865240023134759;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.6678146028398737) - weka.classifiers.meta.LogitBoost() - 
1272;emotions;42;3;smac;0.6635427102117144;FMacroAvgL;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.FW() - weka.classifiers.functions.SMO(C=0.72107558927021, M=false, N=1) - weka.classifiers.functions.supportVector.Puk(S=0.591195930628319, O=0.18750164222828467) - 
4144;reference1;42;9;ggp;0.0880078545670761;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3363;medical;42;7;smac;0.7223517978620018;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.29253602735831075) - weka.classifiers.meta.LogitBoost() - 
1587;computers1;42;7;smac;0.4514768323851925;FMacroAvgD;meka.classifiers.multilabel.MajorityLabelset() - 
702;computers1;42;4;hb;0.5670302187987063;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.5467978341978942) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
2312;entertainment1;42;5;smac;0.2464857796665577;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
893;business1;42;6;hb;0.7537601708431295;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.2530100825180653) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
3666;scene;42;7;bohb;0.7458333333333333;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=59, I=20) - meka.classifiers.multilabel.LC() - weka.classifiers.meta.ClassificationViaRegression() - 
931;computers1;42;2;ggp;0.02138852138852139;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
981;computers1;42;7;bf;0.3281582779505617;FMacroAvgL;meka.classifiers.multilabel.RAkELd(P=0, N=2) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
2820;science1;42;0;smac;0.5426078183617571;FMacroAvgD;meka.classifiers.multilabel.MLCBMaD(size=8, threshold=0.004218514233813697) - meka.classifiers.multilabel.BR() - weka.classifiers.bayes.NaiveBayesMultinomial() - 
127;computers1;42;0;random;0.4453185665162988;FMacroAvgD;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
2356;flags;42;6;ggp;0.6661654135338345;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.6678146028398737) - weka.classifiers.meta.LogitBoost() - 
2439;flags;42;5;smac;0.6962025316455697;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.27538551725612903) - weka.classifiers.rules.DecisionTable(S=GreedyStepwise, E=acc, X=4.0, I=false) - 
1912;health1;42;4;random;0.04953477041543873;FMacroAvgL;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
1291;computers1;42;7;bohb;0.4514768323851925;FMacroAvgD;meka.classifiers.multilabel.MajorityLabelset() - 
3225;reference1;42;3;bohb;0.4855072463768116;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.27610322065275) - weka.classifiers.trees.DecisionStump() - 
269;business1;42;1;hb;0.14561954382544187;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=12, P=Micro Recall, Is=1122) - weka.classifiers.rules.OneR(B=6.0) - 
842;bibtex;42;7;bohb;0.29461724421157187;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.22133544884683615) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1003;enron-f;42;3;hb;0.6168495230259937;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=63, I=16) - meka.classifiers.multilabel.CCq(P=0.8) - weka.classifiers.meta.ClassificationViaRegression() - 
2230;entertainment1;42;8;bohb;0.5421380692532668;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=8, P=AUROC (macro averaged), Is=67) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
3552;mediamill;42;6;ggp;0.5242581988547631;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3557;science1;42;7;bf;0.25062834300296966;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5890625) - weka.classifiers.functions.VotedPerceptron(E=4.65, I=6, M=23501) - 
167;birds;42;3;bf;0.4595368504994545;FMacroAvgL;meka.classifiers.multilabel.meta.RandomSubspaceML(P=23, A=61, I=34) - meka.classifiers.multilabel.LC() - weka.classifiers.trees.RandomForest(depth=5, depthActivator=1, I=31, K=0, featuresActivator=0) - 
2084;mediamill;42;0;ggp;0.5074928740556899;FMacroAvgD;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
1952;emotions;42;9;bf;0.7094017094017094;FMicroAvg;meka.classifiers.multilabel.FW() - weka.classifiers.trees.RandomForest(depth=16, depthActivator=1, I=113, K=1, featuresActivator=1) - 
1138;llog-f;42;0;random;0.1801972760876869;FMacroAvgD;meka.classifiers.multilabel.meta.RandomSubspaceML(P=63, A=75, I=32) - meka.classifiers.multilabel.meta.BaggingML(P=55, I=32) - meka.classifiers.multilabel.RT() - weka.classifiers.bayes.NaiveBayesMultinomial() - 
1750;enron-f;42;5;hb;0.5758454106280193;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.29072595754721925) - weka.classifiers.functions.SimpleLogistic(A=false, S=false, W=0.0, WActivator=0) - 
1492;business1;42;9;bohb;0.776325701258793;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=74, P=AUPRC (macro averaged), Is=682) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
2676;scene;42;2;bf;0.7315010570824525;FMicroAvg;meka.classifiers.multilabel.RAkELd(P=4, N=5) - weka.classifiers.trees.RandomForest(depth=0, depthActivator=0, I=95, K=24, featuresActivator=1) - 
849;birds;42;5;smac;0.34887218045112783;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=6, P=Hamming score, Is=1036) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1449;genbase;42;4;random;0.9949494949494948;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.EnsembleML(P=20, I=45) - meka.classifiers.multilabel.PS(P=0, N=3) - weka.classifiers.meta.RandomCommittee(S=1, I=54) - weka.classifiers.trees.RandomTree(backActivator=1, depth=6, U=false, depthActivator=1, K=11, featuresActivator=1, M=33, N=4) - 
1807;health1;42;2;smac;0.44481154025128017;FMacroAvgD;meka.classifiers.multilabel.MajorityLabelset() - 
2750;medical;42;4;bohb;0.33447510880490633;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=47, P=One error, Is=55) - weka.classifiers.meta.LogitBoost() - 
3133;science1;42;2;hb;0.2332037756801777;FMicroAvg;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.RT() - weka.classifiers.bayes.NaiveBayes(D=false, K=false) - 
3494;medical;42;8;bohb;0.3812249478916146;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.2194223542621421) - weka.classifiers.rules.JRip(P=false, E=false, N=2.0, O=2.0) - 
3443;scene;42;9;bf;0.7687499999999997;FMacroAvgD;meka.classifiers.multilabel.RAkEL(P=4, M=17, N=5) - weka.classifiers.trees.RandomForest(depth=17, depthActivator=1, I=199, K=0, featuresActivator=0) - 
2827;reference1;42;0;ggp;0.10743635088753521;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3399;recreation1;42;7;bohb;0.5094501973301652;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.358330460136186) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
968;entertainment1;42;2;random;0.0;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=57, I=13) - meka.classifiers.multilabel.FW() - weka.classifiers.rules.ZeroR() - 
1104;enron-f;42;2;smac;0.568427781368958;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=36, P=Hamming score, Is=173) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1900;llog-f;42;3;hb;0.2116438356164384;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=66, I=25) - meka.classifiers.multilabel.PS(P=3, N=4) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
2783;reference1;42;4;random;0.0;FMacroAvgL;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
2934;mediamill;42;3;ggp;0.5288356342797604;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
273;birds;42;1;smac;0.3505301715828032;FMacroAvgL;meka.classifiers.multilabel.meta.CM(I=33) - meka.classifiers.multilabel.BCC(X=H) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1050;computers1;42;3;ggp;0.43213998852553137;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3430;scene;42;8;random;0.7833333333333332;FMacroAvgD;meka.classifiers.multilabel.meta.EnsembleML(P=46, I=36) - meka.classifiers.multilabel.PS(P=0, N=2) - weka.classifiers.meta.RandomCommittee(S=1, I=40) - weka.classifiers.trees.RandomForest(depth=4, depthActivator=1, I=106, K=31, featuresActivator=1) - 
2186;genbase;42;6;hb;0.6632996632996634;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.3929709877576602) - weka.classifiers.trees.J48(A=false, B=false, S=false, C=0.25, U=false, J=false, M=2.0, O=false) - 
2135;genbase;42;6;random;0.6666666666666666;FMacroAvgL;meka.classifiers.multilabel.meta.EnsembleML(P=61, I=23) - meka.classifiers.multilabel.RAkELd(P=3, N=3) - weka.classifiers.meta.MultiClassClassifier() - 
162;arts1;42;2;bohb;0.17791722098504453;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.42799092929547405) - weka.classifiers.bayes.NaiveBayes(D=false, K=false) - 
1233;bookmarks;42;6;smac;6.917469810983439E-4;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
73;bookmarks;42;0;bf;0.0971039742283291;FMicroAvg;meka.classifiers.multilabel.LC() - weka.classifiers.trees.REPTree(P=true, depthActivator=1, V=0.0750025, L=2, M=54) - 
370;birds;42;5;hb;0.2810267857142857;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=83, I=47) - meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
3037;reference1;42;1;smac;0.4551645856980704;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
2990;yeast;42;0;bf;0.4656379510627767;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingMLdup(P=12, I=20) - meka.classifiers.multilabel.RAkEL(P=1, M=4, N=0) - weka.classifiers.bayes.NaiveBayes(D=true, K=false) - 
3789;society1;42;2;ggp;0.024657300979140064;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
1999;genbase;42;7;random;0.9797979797979797;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.EnsembleML(P=65, I=22) - meka.classifiers.multilabel.PS(P=3, N=0) - weka.classifiers.functions.SMO(C=0.6383103724943462, M=true, N=2) - weka.classifiers.functions.supportVector.RBFKernel(G=0.47924212001147826) - 
347;birds;42;1;bohb;0.46846846846846846;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.25836252364008055) - weka.classifiers.meta.RandomSubSpace(P=0.5, S=1, I=10.0) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
2180;genbase;42;8;bf;0.5328822412155746;FMacroAvgL;meka.classifiers.multilabel.BCC(X=None) - weka.classifiers.lazy.LWL(U=0, K=120) - weka.classifiers.functions.Logistic(R=8.067267090082362) - 
3922;society1;42;5;bohb;0.29671671888689916;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.6495414663447948) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
453;arts1;42;4;bohb;0.3693436608234814;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.2966358498978664) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
2900;llog-f;42;5;smac;0.2433460076045627;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=85, P=Log Loss (lim. L), Is=741) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
1250;business1;42;6;smac;0.8003594383612197;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=95, I=18) - meka.classifiers.multilabel.PSt(P=3, N=5) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
846;birds;42;8;hb;0.2984375;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=84, P=Macro Precision, Is=831) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
3111;mediamill;42;7;smac;0.5067671670524928;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.6975061467312939) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
3853;science1;42;9;bf;0.46632124352331605;FMicroAvg;meka.classifiers.multilabel.BRq(P=0.32656250000000003) - weka.classifiers.functions.VotedPerceptron(E=3.475, I=6, M=40640) - 
2722;entertainment1;42;9;ggp;0.33415334530694324;FMacroAvgD;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
402;bookmarks;42;2;bohb;6.93558738230826E-4;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
1105;business1;42;4;ggp;0.14204509080054398;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
608;education1;42;1;bohb;0.2133866858885441;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=31, I=20) - meka.classifiers.multilabel.BRq(P=0.28173791373331175) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
1031;education1;42;0;ggp;0.28363228699551574;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
2548;llog-f;42;6;random;0.18930041152263372;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=34, I=26) - meka.classifiers.multilabel.BRq(P=0.7807853653548575) - weka.classifiers.trees.J48(A=false, B=true, S=true, C=0.9902749835675609, U=false, J=true, M=49, O=true) - 
3788;reference1;42;9;hb;0.15724106603097882;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.2487029944401728) - weka.classifiers.trees.DecisionStump() - 
3020;social1;42;0;hb;0.38464324520101406;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
2190;enron-f;42;9;random;0.6264626462646264;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=34, I=26) - meka.classifiers.multilabel.BRq(P=0.7807853653548575) - weka.classifiers.trees.J48(A=false, B=true, S=true, C=0.9902749835675609, U=false, J=true, M=49, O=true) - 
145;birds;42;0;bohb;0.45114180986757163;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=66, P=F1 (micro averaged), Is=49) - weka.classifiers.lazy.LWL(U=0.0, K=-1) - weka.classifiers.meta.RandomSubSpace(P=0.5, S=1, I=10.0) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1857;mediamill;42;0;bohb;0.22961598829541802;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.4431743295864063) - weka.classifiers.trees.RandomForest(depth=4, depthActivator=0, I=118, K=6, featuresActivator=1) - 
4195;science1;42;9;bohb;0.1875401412973667;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
1012;bibtex;42;8;smac;0.3977019091835256;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.2465800144659923) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
4080;science1;42;8;smac;0.009418457648546144;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
3328;llog-f;42;9;bohb;0.04240809753853232;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.5170843386602438) - weka.classifiers.rules.JRip(P=false, E=false, N=2.0, O=2.0) - 
3121;scene;42;7;bf;0.8083333333333333;FMacroAvgD;meka.classifiers.multilabel.PS(P=4, N=3) - weka.classifiers.meta.RandomCommittee(S=1, I=33) - weka.classifiers.trees.RandomForest(depth=20, depthActivator=1, I=186, K=1, featuresActivator=1) - 
565;bookmarks;42;3;hb;0.09405434082382812;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=95, I=48) - meka.classifiers.multilabel.PS(P=2, N=2) - weka.classifiers.rules.OneR(B=6.0) - 
895;bookmarks;42;4;smac;7.114249578414839E-4;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
3879;society1;42;2;ggp;0.3731958762886598;FMicroAvg;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3485;scene;42;4;bohb;0.7326732673267328;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=36, I=18) - meka.classifiers.multilabel.MCC(Iy=10.0, P=Exact match, Is=0.0) - weka.classifiers.meta.ClassificationViaRegression() - 
2213;llog-f;42;6;bf;0.06436897284575303;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5984375000000002) - weka.classifiers.rules.JRip(P=true, E=false, N=4.8, O=3) - 
3134;yeast;42;0;random;0.46498974609897475;FMacroAvgL;meka.classifiers.multilabel.BCC(X=None) - weka.classifiers.lazy.LWL(U=1, K=60) - weka.classifiers.bayes.NaiveBayes(D=true, K=false) - 
2553;medical;42;5;random;0.344834846988507;FMacroAvgL;meka.classifiers.multilabel.RAkELd(P=4, N=3) - weka.classifiers.functions.SMO(C=1.2492115161089936, M=false, N=1) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=3.801504702241428, L=true) - 
3092;health1;42;8;smac;0.14786577358856826;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=57, P=F1 (macro averaged by example), Is=147) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
3621;yeast;42;2;bohb;0.6791620225504523;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.27318757728382115) - weka.classifiers.trees.RandomForest(depth=5, depthActivator=1, I=161, K=26, featuresActivator=1) - 
4231;tmc2007;42;7;bohb;0.35404068169323805;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.4433729554751591) - weka.classifiers.meta.Vote(R=AVG, S=1) - 
2442;llog-f;42;3;smac;0.05826056957091441;FMacroAvgL;meka.classifiers.multilabel.LC() - weka.classifiers.meta.ClassificationViaRegression() - 
2716;health1;42;6;bohb;0.5617667356797791;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.687519132436496) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
507;business1;42;0;ggp;0.12219070379413324;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
926;emotions;42;3;bohb;0.5971751412429379;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.26306366363951483) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
2304;health1;42;2;ggp;0.17517545441926308;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3054;reference1;42;4;hb;0.1786210225139355;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.35552307339056943) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
2932;flags;42;8;ggp;0.6002901034151035;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.7220331125294792) - weka.classifiers.meta.LogitBoost() - 
306;birds;42;4;hb;0.23344322344322344;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=96, I=42) - meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
3375;recreation1;42;8;random;0.0;FMacroAvgL;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
47;birds;42;0;hb;0.23811965811965816;FMacroAvgD;meka.classifiers.multilabel.meta.RandomSubspaceML(P=40, A=54, I=16) - meka.classifiers.multilabel.CCq(P=0.8) - weka.classifiers.meta.ClassificationViaRegression() - 
3751;tmc2007;42;7;bf;0.33684410688607613;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.6640625000000002) - weka.classifiers.meta.Vote(R=MAJ, S=1) - 
3911;medical;42;9;smac;0.8245614035087719;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=55, P=AUROC (macro averaged), Is=1109) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
955;llog-f;42;0;bf;0.14383561643835613;FMacroAvgD;meka.classifiers.multilabel.PS(P=2, N=1) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
1122;genbase;42;0;random;0.983050847457627;FMicroAvg;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.EnsembleML(P=20, I=45) - meka.classifiers.multilabel.PS(P=0, N=3) - weka.classifiers.meta.RandomCommittee(S=1, I=54) - weka.classifiers.trees.RandomTree(backActivator=1, depth=6, U=false, depthActivator=1, K=11, featuresActivator=1, M=33, N=4) - 
